,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
1219,5875 0042,2835 - 2841 ROBINSON PL SE,PARKWAY OVERLOOK II LP DISTRICT OF COL HOUSING AUTH,BARRY FARMS,,21.0,7400000.0,2018-02-08 00:00:00,8050690,"2835 - 2841 ROBINSON PL SE, DC, United States","2835, Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.850790125992106, -76.98683542174001, 0.0)",38.850790125992106,-76.98683542174001,0.0
1220,5875 0043,2836 ROBINSON PL SE,DISTRICT-PROPERTIES.COM LLC,BARRY FARMS,,91.0,0.0,,266360,"2836 ROBINSON PL SE, DC, United States","2836, Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85138502391817, -76.98744783826908, 0.0)",38.85138502391817,-76.98744783826908,0.0
1221,5875 0044,2825 ROBINSON PL SE,DISTRICT PROPERTIES.COM LLC,BARRY FARMS,,91.0,0.0,,292730,"2825 ROBINSON PL SE, DC, United States","2825, Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85107410290021, -76.98728918812174, 0.0)",38.85107410290021,-76.98728918812174,0.0
1222,5875 0870,2841 JASPER RD SE,A P SHAW UNITED METHODIST,BARRY FARMS,,91.0,0.0,,44580,"2841 JASPER RD SE, DC, United States","2841, Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85178231632105, -76.98708552253295, 0.0)",38.85178231632105,-76.98708552253295,0.0
1223,5875 0903,SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,10155000,"SE, DC, United States","Southeast, Washington, District of Columbia, 20003, United States of America","(38.8806677, -76.9899756, 0.0)",38.8806677,-76.9899756,0.0
1224,5875 0907,2627 12TH PL SE,NORMAN GROLMAN,BARRY FARMS,,91.0,0.0,,108150,"2627 12TH PL SE, DC, United States","2627, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.850950846358344, -76.9855978518272, 0.0)",38.850950846358344,-76.9855978518272,0.0
1225,5875 0908,2629 12TH PL SE,OSMAN M HAMID,BARRY FARMS,,91.0,24400.0,2012-01-24 00:00:00,62610,"2629 12TH PL SE, DC, United States","2629, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.850939065308985, -76.9856088404293, 0.0)",38.850939065308985,-76.9856088404293,0.0
1226,5875 0909,2631 12TH PL SE,DANIEL MARTIN,BARRY FARMS,,91.0,60000.0,2006-06-21 00:00:00,108150,"2631 12TH PL SE, DC, United States","2631, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.850927284259626, -76.98561982903138, 0.0)",38.850927284259626,-76.98561982903138,0.0
1227,5875 0917,2839 JASPER RD SE,WALEED BISSISSO,BARRY FARMS,,91.0,58000.0,2015-08-25 00:00:00,150940,"2839 JASPER RD SE, DC, United States","2839, Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.851387900000006, -76.98604292412725, 0.0)",38.851387900000006,-76.98604292412725,0.0
1228,5875 0918,2607 12TH PL SE,2607 12TH PLACE LLC,BARRY FARMS,,12.0,70000.0,2015-12-07 00:00:00,197420,"2607 12TH PL SE, DC, United States","2607, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85092215, -76.98574784522117, 0.0)",38.85092215,-76.98574784522117,0.0
1229,5875 0919,2605 12TH PL SE,STANLEY M MCCRAY,BARRY FARMS,,12.0,0.0,2017-06-21 00:00:00,197770,"2605 12TH PL SE, DC, United States","2605, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85099905, -76.98566695672994, 0.0)",38.85099905,-76.98566695672994,0.0
1230,5875 0922,2603 12TH PL SE,RONALD W SAUNDERS,BARRY FARMS,,12.0,0.0,,228380,"2603 12TH PL SE, DC, United States","2603, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.851057299999994, -76.98559459033737, 0.0)",38.851057299999994,-76.98559459033737,0.0
1231,5875 0923,2851 ROBINSON PL SE,DARRELL W JOHNSON,BARRY FARMS,,12.0,150000.0,2008-05-28 00:00:00,317200,"2851 ROBINSON PL SE, DC, United States","2851, Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.850703499999995, -76.98615450525847, 0.0)",38.850703499999995,-76.98615450525847,0.0
1232,5875 0924,12TH PL SE,ELIZA B WEEMS,BARRY FARMS,,91.0,0.0,,232620,"12TH PL SE, DC, United States","12th Place Southeast, Congress Heights, Washington, District of Columbia, 20032, United States of America","(38.8433916, -76.9896059, 0.0)",38.8433916,-76.9896059,0.0
1233,5875 0925,ROBINSON PL SE,A P SHAW UNITED METHODIST,BARRY FARMS,,91.0,0.0,,43390,"ROBINSON PL SE, DC, United States","Robinson Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.8510374, -76.987058, 0.0)",38.8510374,-76.987058,0.0
1234,5876 0048,2501 - 2505 12TH PL SE,COMRAD INC,BARRY FARMS,,21.0,420000.0,2000-11-06 00:00:00,1774060,"2501 - 2505 12TH PL SE, DC, United States","2501, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.852091, -76.984459, 0.0)",38.852091,-76.984459,0.0
1235,5876 0049,3035 - 3037 STANTON RD SE,BRUCE GARDENS LLC,BARRY FARMS,,21.0,525000.0,1999-06-15 00:00:00,3186530,"3035 - 3037 STANTON RD SE, DC, United States","3035, Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85247464883376, -76.98257196735369, 0.0)",38.85247464883376,-76.98257196735369,0.0
1236,5876 0050,2800 - 2808 JASPER RD SE,COLE GARDENS LLC,BARRY FARMS,,21.0,3176250.0,2016-08-15 00:00:00,5143150,"2800 - 2808 JASPER RD SE, DC, United States","2800, Jasper Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.85202, -76.98833, 0.0)",38.85202,-76.98833,0.0
1237,5876 0051,1350 - 1354 JASPER PL SE,JASPER29T LIMITED PARTNERSHIP SUITE 1000,BARRY FARMS,,21.0,2000000.0,2009-07-29 00:00:00,3765160,"1350 - 1354 JASPER PL SE, DC, United States","1350, Jasper Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.85135997305789, -76.98206718391661, 0.0)",38.85135997305789,-76.98206718391661,0.0
1238,5876 0804,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,179820,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1239,5876 0838,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1418760,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1240,5876 0839,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1433550,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1241,5876 0841,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1080720,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1242,5876 0843,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1466500,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1243,5876 0844,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1159030,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1244,5876 0849,BRUCE PL SE,THE INSTITUTE FOR URBAN LIVING INCORPORATED,BARRY FARMS,,91.0,800000.0,2019-06-24 00:00:00,1191860,"BRUCE PL SE, DC, United States","Bruce Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.8515624, -76.9835122, 0.0)",38.8515624,-76.9835122,0.0
1245,5876 0851,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,707170,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1246,5876 0853,STANTON RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,241710,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1247,5876 0856,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1248660,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1248,5876 0858,STANTON RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,14890,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1249,5876 0861,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1400420,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1250,5876 0905,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,944000,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1251,5876 0907,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,822890,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1252,5876 0909,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,777420,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1253,5876 0911,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,827850,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1254,5876 0913,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1293910,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1255,5876 0915,STANTON RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,392830,"STANTON RD SE, DC, United States","Stanton Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8532296, -76.9832571, 0.0)",38.8532296,-76.9832571,0.0
1256,5876 0917,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1244170,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1257,5876 0919,SHERIDAN RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,1343340,"SHERIDAN RD SE, DC, United States","Sheridan Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.860113, -76.993552, 0.0)",38.860113,-76.993552,0.0
1258,5876 0935,JASPER PL SE,JOHN T STEWART,BARRY FARMS,,91.0,0.0,,838370,"JASPER PL SE, DC, United States","Jasper Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.8514542, -76.9819629, 0.0)",38.8514542,-76.9819629,0.0
1259,5876 0937,SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,1484880,"SE, DC, United States","Southeast, Washington, District of Columbia, 20003, United States of America","(38.8806677, -76.9899756, 0.0)",38.8806677,-76.9899756,0.0
1260,5876 0940,1530 BRUCE ST SE,UNITED STATES OF AMERICA & DISTRICT OF COLUMIBA,BARRY FARMS,,83.0,0.0,,42072430,"1530 BRUCE ST SE, DC, United States","Bruce Street, Cora Kelly, Warwick Village, Alexandria, Virginia, 22305, United States of America","(38.8414693, -77.0624815, 0.0)",38.8414693,-77.0624815,0.0
1261,5876 0941,2525 12TH PL SE,A P SHAW UNITED METHODIST CHURCH,BARRY FARMS,,81.0,0.0,,3039410,"2525 12TH PL SE, DC, United States","A P Shaw United Methodist Church, 2525, 12th Place Southeast, Washington, District of Columbia, 20020, United States of America","(38.851521, -76.985304, 0.0)",38.851521,-76.985304,0.0
1262,BD0056060060,GOOD HOPE RD,DESA INVESTMENTS LLC,BARRY FARMS,A,29.0,0.0,,Not Available,"GOOD HOPE RD, DC, United States","Good Hope Road, Ninde, King George County, Virginia, 22485, United States of America","(38.271707, -77.05131, 0.0)",38.271707,-77.05131,0.0
1263,BD0056060819,1522 GOOD HOPE RD SE,PBP PROPERTIES LLC,BARRY FARMS,A,42.0,90000.0,2005-09-07 00:00:00,Not Available,"1522 GOOD HOPE RD SE, DC, United States","Davis & Sons Tax Services, 1522, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.866566, -76.9830526, 0.0)",38.866566,-76.9830526,0.0
1264,BD0056060820,1524 GOOD HOPE RD SE,ASSOC MOVEMENT APOSTOLIC FAITH,BARRY FARMS,A,81.0,0.0,,Not Available,"1524 GOOD HOPE RD SE, DC, United States","1524, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.8665593, -76.98296937595552, 0.0)",38.8665593,-76.98296937595552,0.0
1265,BD0056110053,1628 GOOD HOPE RD SE,SULTAN M ABDULLAH,BARRY FARMS,A,42.0,0.0,2018-04-03 00:00:00,Not Available,"1628 GOOD HOPE RD SE, DC, United States","1628, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.866259, -76.98130593654625, 0.0)",38.866259,-76.98130593654625,0.0
1266,BD0056110803,1600 GOOD HOPE RD SE,EZ DEVELOPMENT LLC,BARRY FARMS,A,64.0,1000000.0,2018-12-21 00:00:00,Not Available,"1600 GOOD HOPE RD SE, DC, United States","1600, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.86635955, -76.9818061, 0.0)",38.86635955,-76.9818061,0.0
1267,BD0056120820,1708 GOOD HOPE RD SE,CHRISTOPHER MURPHY,BARRY FARMS,A,62.0,400000.0,2004-08-06 00:00:00,Not Available,"1708 GOOD HOPE RD SE, DC, United States","Murphy's auto Body, 1708, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.866133950000005, -76.98017943784669, 0.0)",38.866133950000005,-76.98017943784669,0.0
1268,BD0056120826,1736 GOOD HOPE RD SE,JOHN SHIN,BARRY FARMS,A,42.0,0.0,2019-04-18 00:00:00,Not Available,"1736 GOOD HOPE RD SE, DC, United States","1736, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.866022099999995, -76.97957239015824, 0.0)",38.866022099999995,-76.97957239015824,0.0
1269,BD0056120830,1710 GOOD HOPE RD SE,CHRISTOPHER MURPHY,BARRY FARMS,A,62.0,0.0,2016-12-20 00:00:00,Not Available,"1710 GOOD HOPE RD SE, DC, United States","Murphy's Auto Body (1708 - 1710), 1710, Good Hope Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.86599165, -76.97991555762859, 0.0)",38.86599165,-76.97991555762859,0.0
1270,BD0056120835,1710 GOOD HOPE RD,BREAD FOR THE CITY INC,BARRY FARMS,A,64.0,0.0,,Not Available,"1710 GOOD HOPE RD, DC, United States","Good Hope Road, Ninde, King George County, Virginia, 22485, United States of America","(38.271707, -77.05131, 0.0)",38.271707,-77.05131,0.0
1271,BD0057890017,2401 MARTIN LUTHER KING JR AVE SE,LEVI WILSON,BARRY FARMS,,42.0,0.0,,Not Available,"2401 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1272,BD0057890018,2403 MARTIN LUTHER KING JR AVE SE,HMB MANAGEMENT LLC,BARRY FARMS,,42.0,290000.0,2013-03-01 00:00:00,Not Available,"2403 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1273,BD0057890021,MARTIN LUTHER KING JR AVE SE,ACME BOOK SHOP LLC,BARRY FARMS,,191.0,0.0,2019-06-20 00:00:00,Not Available,"MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1274,BD0057890809,2415 MARTIN LUTHER KING JR AVE SE,POTOMAC ELECTRIC POWER COMPANY,BARRY FARMS,,84.0,0.0,,Not Available,"2415 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1275,BD0058060241,2408 MARTIN LUTHER KING JR AVE SE,2408 MLK JR AVE SE LLC,BARRY FARMS,,42.0,276410.0,2016-06-24 00:00:00,Not Available,"2408 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1276,BD0058060242,2410 MARTIN LUTHER KING JR AVE SE,PATRICA A JONES,BARRY FARMS,,42.0,0.0,,Not Available,"2410 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1277,BD0058060243,2412 MARTIN LUTHER KING JR AVE SE,DISTRICT OF COLUMBIA,BARRY FARMS,,49.0,0.0,2012-12-04 00:00:00,Not Available,"2412 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1278,BD0058060244,MARTIN LUTHER KING JR AVE SE,LABROS HYDRAS,BARRY FARMS,,191.0,80000.0,2019-09-10 00:00:00,Not Available,"MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1279,BD0058060245,2418 MARTIN LUTHER KING JR AVE SE,CATRINA ROBINSON,BARRY FARMS,,41.0,0.0,2013-04-30 00:00:00,Not Available,"2418 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
1280,BD0058060314,2420 MARTIN LUTHER KING JR AVE,2420 MLK JR AVE SE LLC,BARRY FARMS,,41.0,0.0,,Not Available,"2420 MARTIN LUTHER KING JR AVE, DC, United States",,,,,
1281,BD0058600097,0632 HOWARD RD SE,"9 HOWARD RD LLC, HOWARD RD LLC, 700 & 730 HOWARD RD LLC REDBRICK DC ACQUISITIONS",BARRY FARMS,,49.0,0.0,,Not Available,"0632 HOWARD RD SE, DC, United States","632, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86515788143236, -77.00099704745219, 0.0)",38.86515788143236,-77.00099704745219,0.0
1282,BD0058601027,0756 HOWARD RD SE,752 HOWARD ROAD LLC REDBRICK DC ACQUISITIONS LLC,BARRY FARMS,,191.0,328194.0,2013-10-18 00:00:00,Not Available,"0756 HOWARD RD SE, DC, United States",,,,,
1283,BD0058601028,0752 HOWARD RD SE,752 HOWARD ROAD LLC REDBRICK DC ACQUISITIONS LLC,BARRY FARMS,,191.0,328194.0,2013-10-18 00:00:00,Not Available,"0752 HOWARD RD SE, DC, United States","752, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.864715753515426, -76.99954588508162, 0.0)",38.864715753515426,-76.99954588508162,0.0
1284,BD0058601030,0744 HOWARD RD SE,752 HOWARD ROAD LLC,BARRY FARMS,,191.0,525000.0,2017-05-02 00:00:00,Not Available,"0744 HOWARD RD SE, DC, United States",,,,,
1285,BD0058601031,0740 HOWARD RD SE,EARTH CONSERVATION CORPORATION,BARRY FARMS,,191.0,525000.0,2017-08-10 00:00:00,Not Available,"0740 HOWARD RD SE, DC, United States","740, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8647809432843, -76.99979548554799, 0.0)",38.8647809432843,-76.99979548554799,0.0
1286,BD0058601036,0822 HOWARD RD SE,822 HOWARD ROAD LLC,BARRY FARMS,,92.0,2850000.0,2014-08-18 00:00:00,Not Available,"0822 HOWARD RD SE, DC, United States",,,,,
